법인코드,법인명,업종,상장일자,주요품목
A005950,이수화학,화학,19880428,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매"
A005960,동부건설,건설,19781030,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역"
A005980,성지건설,건설,19950317,"토목공사,건축공사,전기공사,포장공사,분양,임대"
A005990,매일유업,식품,19990514,유제품
A006040,동원산업,식품,19890307,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)"
A006050,국영지앤엠,건축제품,19960701,강화유리
A006060,화승인더,"섬유,의류,신발,호화품",19910204,"포장용 합성수지 제조/신발,필름 판매/부동산 임대"
A006090,사조오양,식품,19861224,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대"
A006110,삼아알미늄,비철금속,19801205,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출"
A006120,SK케미칼,화학,19760629,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,"
A006140,피제이전자,건강관리장비와용품,19960701,EMS Business(의료용기기제조외)
A006200,한국전자홀딩스,반도체와반도체장비,19791130,"시장조사,경영컨설팅"
A006220,제주은행,은행,19721228,"은행업무,외국환업무,신탁업무"
A006260,LS,전기장비,19770630,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매"
A006280,녹십자,제약,19890801,"알부민외 제조,판매"
A006340,대원전선,전기장비,19880504,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대"
A006360,GS건설,건설,19810803,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발"
A006370,대구백화점,백화점과일반상점,19881010,"백화점운영,임대사업(백화점 코너)"
A006380,카프로,화학,19740528,"카프로락탐,유안비료 제조"
A006390,현대시멘트,건축자재,19751226,"시멘트,시멘트반제품 제조,판매/콘도미니엄,스키장,종합레저관광산업,체육진흥사업,사업서비스"
A006400,삼성SDI,전기제품,19790227,"칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매"
A006490,인스코비,석유와가스,19850117,"시계,스마트그리드,도소매,소프트웨어개발"
A006570,대림통상,건축제품,19751120,"금속양식기,기물,건자재용 수전금구와 타일 제조,무역"
A006580,대양제지,포장재,19960701,골판지원지
A006650,대한유화,화학,19990811,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조"
A006660,삼성공조,자동차부품,19871128,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매"
A006730,서부T&D,상업서비스와공급품,19960701,석유류판매
A006740,영풍제지,종이와목재,19960703,"골판지원지,지관원지,라이나원지 제조"
A006800,미래에셋대우,증권,19750930,"유가증권매매,유가증권위탁매매,유가증권인수"
A006840,AK홀딩스,화학,19990811,지주사업
A006880,신송홀딩스,식품,20131121,사업경영 및 관리자문
A006890,태경화학,화학,20030128,"드라이아이스,액체탄산,고체탄산 제조"
A006910,보성파워텍,전기장비,19960701,송배전용자재
A006920,모헨즈,건축자재,19960701,레미콘
A006980,우성사료,식품,19881010,"배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역"
A007070,GS리테일,백화점과일반상점,20111223,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대"
A007110,일신석재,건축자재,19860304,"건축석 제조,도소매/석공예,석공사"
A007120,미래아이앤지,IT서비스,19991126,"CCTV, DVR제조, 금융솔루션, 방산제품"
A007160,사조산업,식품,19890725,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매"
A007190,한솔아트원제지,종이와목재,19740624,"아트지,백상지등 제조"
A007210,벽산,건축자재,19720104,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등"
A007280,한국특수형강,철강,19891113,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매"
A007310,오뚜기,식품,19940812,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조"
A007330,푸른저축은행,기타금융,19960701,대출이자
A007340,동아타이어,자동차부품,19880924,"자동차타이어,튜브,재생타이이어,후랩,자동차용 밧데리,자동차방진부품 제조"
A007370,진양제약,제약,20000727,"소부날, 옥티란"
A007390,네이처셀,음료,19960701,잔치집식혜
A007460,나라케이아이씨,기계,19950708,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대"
A007530,영신금속,자동차부품,19960701,"볼트, 나사"
A007540,샘표,식품,19760629,"간장,된장,고추장 제조,가공,판매,무역"
A007570,일양약품,제약,19740828,"일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입"
A007590,동방아그로,화학,19770629,"농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매"
A007610,선도전기,전기장비,19891130,"수배전반,중전기기 제조,도매/전기공사"
A007630,아이카이스트랩,통신장비,19881024,"정밀전자계측기,이동통신장비,무선호출기,파형관측기,인공위성수신기 제조"
A007660,이수페타시스,전자장비와기기,20031007,"P.C.B(인쇄회로기판),M.L.B 제조"
A007690,국도화학,화학,19890805,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매"
A007700,F&F,"섬유,의류,신발,호화품",19841004,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매"
A007720,대명코퍼레이션,판매업체,19960701,"부동산 임대, 매매"
A007770,한일화학,화학,19960701,산화아연
A007810,코리아써키트,전자장비와기기,19850909,"인쇄회로기판,Module 제조/부동산(건물) 임대"
A007820,에스엠코어,기계,20111108,"자동화물류서비스, 자동화공정설비"
A007860,서연,자동차부품,19890909,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매"
A007980,태평양물산,"섬유,의류,신발,호화품",19941227,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역"
A008000,도레이케미칼,화학,19770630,"폴리에스터 섬유 및 동 관련제품의 제조판매 및 수출입업,각종 필터 및 동 관련제품의 제조판매 및 수출입업"
A008040,사조동아원,식품,19890624,"제분, 배합사료 제조"
A008060,대덕전자,전자장비와기기,19890126,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조"
A008110,대동전자,전자장비와기기,19900605,"통신음향,전자기계기구용 플라스틱제품 제조,도매"
A008250,이건산업,건축자재,19881021,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대"
A008260,NI스틸,철강,19750628,"스틸파이프,철강재임가공 제조,도매"
A008290,원풍물산,"섬유,의류,신발,호화품",19970718,남성용신사복
A008350,남선알미늄,건축제품,19780522,알미늄샷시 제조/환경사업
A008370,원풍,화학,19960701,합성수지
A008420,문배철강,철강,19941105,"철강재중 판재류(후판,박판,무늬강판) 제조,도매"
A008470,부스타,기계,20110223,"관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매"
A008490,서흥,생명과학도구및서비스,19900327,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매"
A008500,일정실업,자동차부품,19940812,"자동차시트원단,의류,완구직물 제조,염색가공"
A008560,메리츠종금증권,증권,19920115,"유가증권의 위탁매매,자기매매,인수공모주선업무"
A008600,윌비스,"섬유,의류,신발,호화품",19890728,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대"
A008700,아남전자,전자제품,19840811,"칼라TV,오디오,비디오 제조,도매"
A008730,율촌화학,화학,19880830,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조"
A008770,호텔신라,"호텔,레스토랑,레저",19910312,"면세판매,관광숙박,외식사업,예식업"
A008800,행남생활건강,가정용기기와용품,19960701,자기
A008830,대동기어,기계,19960701,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품"
A008870,금비,포장재,19900608,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)"
A008930,한미사이언스,제약,19880620,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매"
A008970,동양철관,철강,19770305,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설"
A009070,KCTC,항공화물운송과물류,19780929,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송"
A009140,경인전자,전자제품,19890620,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매"
A009150,삼성전기,전자장비와기기,19790227,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일"
A009160,SIMPAC,기계,19890729,"프레스,자동화장치,자동차부품 제조,도매"
A009180,한솔로지스틱스,항공화물운송과물류,19891113,"지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점"
A009190,대양금속,비철금속,19940429,스테인레스 냉연강판 제조
A009200,무림페이퍼,종이와목재,19900609,"지류,아트지,백상지 제조"
A009240,한샘,가구,20020716,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매"
A009270,신원,"섬유,의류,신발,호화품",19880824,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업"
A009290,광동제약,제약,19891117,"의약품,식음료 제조,도매"
A009300,삼아제약,제약,20000719,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘"
A009310,참엔지니어링,디스플레이장비및부품,19871112,"LCD검사장비 및 반도체장비 제조/기계구조물(강요,제철플랜트,공장철구조물) 설치공사/공업용로,열교환기류,콘베이어류 제작,엔지니어링"
A009320,대우부품,자동차부품,19890825,"전해콘덴서,복합부품,전자튜너 제조"
A009410,태영건설,건설,19891113,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매"
A009420,한올바이오파마,제약,19891218,"의약품 제조,도매/부동산 임대"
A009440,KC그린홀딩스,기계,19941105,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치"
A009450,경동나비엔,가정용기기와용품,19930831,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매"
A009460,한창제지,포장재,19871223,"마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입"
A009470,삼화전기,전기제품,19861124,"콘덴서 제조,판매"
A009520,포스코엠텍,비철금속,19971110,대강등포장재료
A009540,현대중공업,조선,19990824,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템"
A009580,무림P&P,종이와목재,19890620,"표백화학펄프(B.K.P) 제조,목재가공,조림사업"
